"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
120,충청남도,서산시,기타,,양열북로,2,충청남도 서산시 잠홍동 112-4,,36.77805185,126.4798767,"충남 서산시 양열북로 수석교차로 잠홍동 방향(잠홍동 112-4, 석림동→잠홍동)",2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
121,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 성연면 고남리 138-2,,36.81935569,126.4399677,충남 서산시 성연면 충의로 일람사거리(서산→대산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
122,충청남도,서산시,일반국도,국도 29호선,중앙로,2,충청남도 서산시 해미면 전천리 292-4,,36.71999639,126.5347943,충남 서산시 해미면 중앙로 옥거리교차로 서산방향(해미→서산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
123,충청남도,서산시,기타,,덕지천로,2,충청남도 서산시 석림동 807-82,,36.76785007,126.4615413,"충남 서산시 덕지천로 104, 서림초등학교 앞(서중사거리→세무서)",2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
124,충청남도,서산시,기타,,안견로,1,충청남도 서산시 읍내동 724-4,,36.78355444,126.4419926,"충남 서산시 안견로 양우내안애아파트 113동 건너편(읍내동 724-4, 서산→대산)",1,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
125,충청남도,서산시,고속국도,고속국도 15호선,서해안고속도로,3,충청남도 서산시 해미면 삼송리 산 9-1,,36.75007418,126.5687463,서해안고속도로 목포기점 242.3K 하【충남서산】(서산→해미),1,110,,,,,전라북도경찰청,063-280-8153,2022-04-25
126,충청남도,서산시,기타,,덕지천로,2,충청남도 서산시 석림동 760-19,,36.76881886,126.4605027,서산 중앙하이츠 ->석림근린공원,2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
127,충청남도,서산시,기타,,덕지천로,2,충청남도 서산시 석림동 760-19,,36.76881886,126.4605027,석림근린공원 ->서산 중앙하이츠,2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
128,충청남도,서산시,기타,,고운로,2,충청남도 서산시 잠홍동 529-3,,36.78477748,126.4688884,애향삼거리->시청,2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
129,충청남도,서산시,기타,,쌍연북2로,1,충청남도 서산시 동문동 1-44,,36.78599631,126.4655704,코아루후문->중앙자동차학원,1,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
130,충청남도,서산시,기타,,쌍연북2로,1,충청남도 서산시 동문동 1-44,,36.78599631,126.4655704,중앙자동차학원->코아루후문,1,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
131,충청남도,서산시,기타,,고북1로,1,충청남도 서산시 가구리 675,,36.77551633,126.4767903,고북면행정복지센터 -> 서산,1,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
132,충청남도,서산시,기타,,고북1로,1,충청남도 서산시 가구리 675,,36.77551633,126.4767903,서산 -> 고북면행정복지센터,1,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
133,충청남도,서산시,기타,,성지1로,1,충청남도 서산시 해미면 반양리 411-6,,36.71752397,126.5448143,해미도서관 -> 오학리,1,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
134,충청남도,서산시,기타,,성지1로,1,충청남도 서산시 해미면 반양리 411-6,,36.71752397,126.5448143,오학리 -> 해미도서관,1,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
